id,label
TTTTT.jpg,0
TTTTV.jpg,0
TTTTY.jpg,0
TTTTZ.jpg,0
TTTUU.jpg,0
TTTUV.jpg,0
TTTUX.jpg,0
TTTUZ.jpg,0
TTTVV.jpg,0
TTTVW.jpg,0
TTTVZ.jpg,0
TTTWU.jpg,0
TTTWW.jpg,0
TTTWZ.jpg,0
TTTXU.jpg,0
TTTXX.jpg,0
TTTXY.jpg,0
TTTXZ.jpg,0
TTTYV.jpg,0
TTTYW.jpg,0
TTTYY.jpg,0
TTTZV.jpg,0
TTTZW.jpg,0
TTTZY.jpg,0
TTUTU.jpg,0
TTUTV.jpg,0
TTUTX.jpg,0
TTUTZ.jpg,0
TTUUV.jpg,0
TTUUY.jpg,0
TTUVU.jpg,0
TTUVV.jpg,0
TTUVW.jpg,0
TTUVX.jpg,0
TTUVY.jpg,0
TTUVZ.jpg,0
TTUWT.jpg,0
TTUWV.jpg,0
TTUWX.jpg,0
TTUWY.jpg,0
TTUXU.jpg,0
TTUXW.jpg,0
TTUXY.jpg,0
TTUYT.jpg,0
TTUYU.jpg,0
TTUYV.jpg,0
TTUYY.jpg,0
TTUYZ.jpg,0
TTUZU.jpg,0
TTUZV.jpg,0
TTUZW.jpg,0
TTVTU.jpg,0
TTVTV.jpg,0
TTVTW.jpg,0
TTVTX.jpg,0
TTVTZ.jpg,0
TTVUV.jpg,0
TTVUW.jpg,0
TTVUX.jpg,0
TTVVT.jpg,0
TTVVU.jpg,0
TTVVY.jpg,0
TTVWU.jpg,0
TTVWX.jpg,0
TTVXW.jpg,0
TTVXX.jpg,0
TTVXY.jpg,0
TTVXZ.jpg,0
TTVYT.jpg,0
TTVYX.jpg,0
TTVYY.jpg,0
TTVZT.jpg,0
TTVZV.jpg,0
TTVZW.jpg,0
TTVZZ.jpg,0
TTWTW.jpg,0
TTWTY.jpg,0
TTWUT.jpg,0
TTWUU.jpg,0
TTWUV.jpg,0
TTWUX.jpg,0
TTWUZ.jpg,0
TTWVT.jpg,0
TTWVV.jpg,0
TTWVX.jpg,0
TTWVY.jpg,0
